nr_contrato,cnpj,nr_orgao,nr_ug,quant_terceirizados
100092023,11.090.084/0001-18,26414,158333,4
100102023,11.090.084/0001-18,26414,158333,16
100142024,05.969.071/0001-10,15000,080008,1
100182022,00.482.840/0001-38,26414,158950,1
101542022,30.737.359/0001-07,26439,158154,4
110022024,09.564.708/0001-40,26413,158311,19
111072022,00.283.018/0002-29,26413,158311,9
125922019,05.285.983/0001-73,15000,080007,10
127122024,30.737.359/0001-07,26439,158712,4
137992019,04.293.000/0001-88,15000,080007,83
140002018,19.152.814/0001-70,22201,373044,7
142042019,04.293.000/0001-88,15000,080007,44
145202022,08.594.866/0001-80,26439,158520,4
163312023,97.549.823/0001-02,26439,158331,2
177122024,46.278.422/0001-24,26439,158712,1
185202022,18.851.041/0001-57,26439,158520,2
195202022,10.896.293/0001-90,26439,158520,5
200102023,31.089.900/0001-80,26414,158970,4
261542019,10.528.510/0001-90,26439,158154,3
321542021,96.188.743/0001-06,26439,158154,1
391542021,20.050.853/0001-45,26439,158154,2
500022024,08.744.139/0001-51,25201,925138,36
500322024,19.972.593/0001-86,25201,925131,4
501542021,10.914.525/0001-96,26439,158154,4
900022024,11.312.296/0001-00,26406,158417,5
900052021,13.739.782/0002-08,26406,158419,4
900082021,03.972.476/0001-82,26405,158956,4
900082024,14.932.346/0001-32,26414,158334,7
900092021,11.517.550/0001-07,26405,158956,1
900132024,09.564.708/0001-40,26412,158305,5
900182024,09.564.708/0001-40,26412,154809,5
901052024,27.591.099/0001-08,26412,154810,9
902002024,03.229.363/0001-91,25201,925132,47
902092024,13.515.708/0001-27,26412,154809,5
904032024,09.576.421/0001-30,26412,158305,43
909412024,19.972.593/0001-86,25201,925138,9
960092021,11.553.714/0001-43,26405,158960,9
960092023,05.228.723/0001-66,26405,158960,1
